Turbine_ID,Compressor_ID,Location,Manufacturer,Installation_Year,Last_Maintenance_Date,Operating_Hours,Next_Maintenance_Due,Power_Output_MW,Efficiency_Percent,Vibration_Level_mm_s,Temperature_C,Pressure_Ratio,Fuel_Type,Status
TURB-1121,COMP-1121,Site C,GE,2002,2026-01-25,30743,2026-06-25,212.81,93.39,2.28,677.11,5.03,Natural Gas,Out of Service
TURB-1122,COMP-1122,Site A,Siemens,2011,2026-01-26,32274,2026-06-26,332.72,74.15,6.82,662.52,13.34,Hydrogen,Out of Service
TURB-1123,COMP-1123,Site C,Mitsubishi,2004,2026-01-27,75819,2026-06-27,20.65,71.65,2.99,389.63,20.45,Diesel,Operational
TURB-1124,COMP-1124,Site A,Mitsubishi,2004,2026-01-28,56529,2026-06-28,152.7,97.36,1.38,55.85,21.98,Natural Gas,Maintenance Required
TURB-1125,COMP-1125,Site B,Solar,2000,2026-01-29,92134,2026-06-29,441.92,61.18,3.82,905.89,17.56,Natural Gas,Maintenance Required
TURB-1126,COMP-1126,Site A,Solar,2005,2026-01-30,43694,2026-06-30,123.73,72.14,2.74,506.17,3.54,Hydrogen,Out of Service
TURB-1127,COMP-1127,Site C,Mitsubishi,2014,2026-01-31,4766,2026-07-01,453.74,77.42,4.19,395.11,24.8,Hydrogen,Maintenance Required
TURB-1128,COMP-1128,Site A,Siemens,2020,2026-02-01,82105,2026-07-02,294.14,71.81,1.95,273.2,19.06,Hydrogen,Out of Service
TURB-1129,COMP-1129,Site A,Mitsubishi,2012,2026-02-02,17537,2026-07-03,452.43,70.72,9.57,1029.48,11.52,Diesel,Maintenance Required
TURB-1130,COMP-1130,Site C,Siemens,2006,2026-02-03,97414,2026-07-04,74.13,74.09,8.04,433.96,20.62,Natural Gas,Operational
TURB-1131,COMP-1131,Site A,GE,2017,2026-02-04,54429,2026-07-05,237.33,75.13,8.42,284.54,15.33,Hydrogen,Operational
TURB-1132,COMP-1132,Site B,Siemens,2018,2026-02-05,51359,2026-07-06,155.26,62.72,3.05,651.97,15.67,Diesel,Maintenance Required
TURB-1133,COMP-1133,Site D,Siemens,2020,2026-02-06,3615,2026-07-07,444.59,89.46,8.58,949.13,24.33,Diesel,Out of Service
TURB-1134,COMP-1134,Site D,Siemens,2005,2026-02-07,71855,2026-07-08,177.36,66.39,5.95,742.83,20.33,Hydrogen,Operational
TURB-1135,COMP-1135,Site B,GE,2007,2026-02-08,90133,2026-07-09,298.35,61.56,0.66,1154.22,7.66,Natural Gas,Maintenance Required
TURB-1136,COMP-1136,Site B,Mitsubishi,2002,2026-02-09,98999,2026-07-10,415.54,82.43,1.62,1150.28,5.62,Hydrogen,Out of Service
TURB-1137,COMP-1137,Site D,Solar,2016,2026-02-10,97595,2026-07-11,122.22,85.41,4.52,1087.73,5.55,Hydrogen,Maintenance Required
TURB-1138,COMP-1138,Site B,GE,2013,2026-02-11,36657,2026-07-12,32.41,88.89,4.0,699.93,12.18,Hydrogen,Out of Service
TURB-1139,COMP-1139,Site A,Siemens,2019,2026-02-12,9900,2026-07-13,252.13,63.34,7.97,933.51,10.63,Diesel,Maintenance Required
TURB-1140,COMP-1140,Site D,Siemens,2013,2026-02-13,16855,2026-07-14,345.0,66.53,8.75,381.78,12.14,Diesel,Maintenance Required
TURB-1141,COMP-1141,Site D,Solar,2001,2026-02-14,13810,2026-07-15,362.44,66.93,8.66,711.67,2.97,Diesel,Operational
TURB-1142,COMP-1142,Site D,Siemens,2003,2026-02-15,39770,2026-07-16,214.43,82.56,3.82,126.47,6.25,Diesel,Out of Service
TURB-1143,COMP-1143,Site B,Mitsubishi,2008,2026-02-16,41933,2026-07-17,48.52,93.81,6.39,352.95,20.24,Hydrogen,Operational
TURB-1144,COMP-1144,Site A,GE,2015,2026-02-17,97486,2026-07-18,207.54,86.84,5.02,424.14,19.3,Natural Gas,Operational
TURB-1145,COMP-1145,Site D,GE,2000,2026-02-18,53309,2026-07-19,69.78,71.96,8.9,465.43,10.74,Diesel,Operational
TURB-1146,COMP-1146,Site B,GE,2001,2026-02-19,97074,2026-07-20,45.39,92.42,8.9,235.17,10.68,Hydrogen,Maintenance Required
TURB-1147,COMP-1147,Site D,GE,2011,2026-02-20,94329,2026-07-21,158.68,85.45,0.63,145.75,22.27,Diesel,Maintenance Required
TURB-1148,COMP-1148,Site B,Mitsubishi,2015,2026-02-21,13241,2026-07-22,390.84,86.16,5.76,715.13,5.77,Natural Gas,Operational
TURB-1149,COMP-1149,Site C,Mitsubishi,2020,2026-02-22,63110,2026-07-23,386.49,96.38,5.08,615.02,9.89,Hydrogen,Out of Service
TURB-1150,COMP-1150,Site A,Siemens,2014,2026-02-23,25531,2026-07-24,307.94,96.11,7.73,722.21,19.44,Natural Gas,Maintenance Required
TURB-1151,COMP-1151,Site D,GE,2018,2026-02-24,60709,2026-07-25,414.86,74.66,2.04,198.7,15.0,Hydrogen,Operational
TURB-1152,COMP-1152,Site A,Siemens,2019,2026-02-25,28158,2026-07-26,255.4,84.16,6.98,1139.85,2.92,Diesel,Maintenance Required
TURB-1153,COMP-1153,Site D,GE,2005,2026-02-26,4645,2026-07-27,129.29,67.68,7.41,525.36,1.78,Diesel,Operational
TURB-1154,COMP-1154,Site A,Mitsubishi,2019,2026-02-27,35889,2026-07-28,289.29,75.65,0.36,566.89,1.95,Diesel,Maintenance Required
TURB-1155,COMP-1155,Site C,Solar,2018,2026-02-28,97784,2026-07-29,462.39,70.39,4.37,679.01,16.92,Diesel,Operational
TURB-1156,COMP-1156,Site A,Solar,2014,2026-03-01,36709,2026-07-30,27.7,73.96,9.79,843.65,16.13,Natural Gas,Out of Service
TURB-1157,COMP-1157,Site C,GE,2003,2026-03-02,21264,2026-07-31,482.78,85.67,3.08,492.59,2.55,Hydrogen,Out of Service
TURB-1158,COMP-1158,Site D,Mitsubishi,2015,2026-03-03,77039,2026-08-01,374.72,67.99,8.86,214.62,4.6,Diesel,Out of Service
TURB-1159,COMP-1159,Site A,Solar,2010,2026-03-04,93976,2026-08-02,346.26,66.85,5.91,950.59,18.48,Diesel,Out of Service
TURB-1160,COMP-1160,Site B,Solar,2006,2026-03-05,50336,2026-08-03,310.78,74.41,3.04,349.64,8.78,Natural Gas,Out of Service
TURB-1161,COMP-1161,Site D,Solar,2001,2026-03-06,87708,2026-08-04,136.29,63.73,8.38,559.3,24.8,Natural Gas,Operational
TURB-1162,COMP-1162,Site C,Mitsubishi,2006,2026-03-07,20389,2026-08-05,444.01,90.93,9.91,777.18,8.84,Diesel,Maintenance Required
TURB-1163,COMP-1163,Site C,Solar,2011,2026-03-08,67265,2026-08-06,486.02,96.42,7.45,1160.17,9.39,Natural Gas,Operational
TURB-1164,COMP-1164,Site C,Siemens,2013,2026-03-09,88145,2026-08-07,462.83,90.45,0.71,88.62,11.36,Natural Gas,Out of Service
TURB-1165,COMP-1165,Site D,GE,2014,2026-03-10,13267,2026-08-08,63.32,80.19,0.62,646.7,20.95,Diesel,Operational
TURB-1166,COMP-1166,Site D,Solar,2019,2026-03-11,67102,2026-08-09,370.89,85.62,4.97,1126.54,14.6,Diesel,Operational
TURB-1167,COMP-1167,Site A,Mitsubishi,2006,2026-03-12,64624,2026-08-10,282.76,90.61,0.16,343.42,21.65,Diesel,Operational
TURB-1168,COMP-1168,Site B,Siemens,2017,2026-03-13,2311,2026-08-11,396.29,62.59,6.79,179.14,11.54,Diesel,Operational
TURB-1169,COMP-1169,Site C,Solar,2010,2026-03-14,21822,2026-08-12,182.62,75.89,0.26,736.37,15.79,Hydrogen,Out of Service
TURB-1170,COMP-1170,Site C,Siemens,2009,2026-03-15,78151,2026-08-13,478.91,65.46,9.73,225.02,1.61,Hydrogen,Operational
TURB-1171,COMP-1171,Site A,Mitsubishi,2013,2026-03-16,8736,2026-08-14,163.18,63.45,8.82,1060.7,15.03,Hydrogen,Operational
TURB-1172,COMP-1172,Site A,GE,2002,2026-03-17,78828,2026-08-15,371.61,88.84,8.17,881.65,3.39,Natural Gas,Operational
TURB-1173,COMP-1173,Site B,Siemens,2017,2026-03-18,15198,2026-08-16,256.87,92.61,8.14,189.18,6.04,Natural Gas,Out of Service
TURB-1174,COMP-1174,Site C,GE,2011,2026-03-19,67159,2026-08-17,312.27,63.18,8.36,714.07,24.94,Natural Gas,Operational
TURB-1175,COMP-1175,Site D,Mitsubishi,2020,2026-03-20,41384,2026-08-18,66.68,66.79,4.4,81.18,16.47,Hydrogen,Maintenance Required
TURB-1176,COMP-1176,Site D,Siemens,2000,2026-03-21,75225,2026-08-19,309.31,68.39,7.94,1021.95,21.93,Natural Gas,Out of Service
TURB-1177,COMP-1177,Site D,Mitsubishi,2012,2026-03-22,39833,2026-08-20,286.13,92.56,3.73,286.25,2.85,Hydrogen,Out of Service
TURB-1178,COMP-1178,Site C,Siemens,2001,2026-03-23,99110,2026-08-21,362.27,94.72,8.5,891.59,10.54,Hydrogen,Operational
TURB-1179,COMP-1179,Site D,Mitsubishi,2014,2026-03-24,74950,2026-08-22,150.97,89.07,6.22,172.27,21.77,Hydrogen,Out of Service
TURB-1180,COMP-1180,Site C,Mitsubishi,2010,2026-03-25,26528,2026-08-23,417.82,90.26,3.65,593.29,11.15,Hydrogen,Maintenance Required
TURB-1181,COMP-1181,Site D,Solar,2005,2026-03-26,19290,2026-08-24,473.18,73.02,7.48,1118.62,7.46,Natural Gas,Maintenance Required
TURB-1182,COMP-1182,Site C,Solar,2005,2026-03-27,84080,2026-08-25,442.19,75.52,2.5,135.65,12.8,Diesel,Maintenance Required
TURB-1183,COMP-1183,Site C,Mitsubishi,2011,2026-03-28,52936,2026-08-26,201.76,70.66,9.65,389.68,12.57,Natural Gas,Out of Service
TURB-1184,COMP-1184,Site D,Siemens,2015,2026-03-29,70370,2026-08-27,383.48,96.42,6.68,950.02,24.78,Natural Gas,Out of Service
TURB-1185,COMP-1185,Site D,Siemens,2015,2026-03-30,23370,2026-08-28,188.86,87.65,4.07,582.87,9.83,Diesel,Maintenance Required
TURB-1186,COMP-1186,Site B,Siemens,2009,2026-03-31,95745,2026-08-29,432.93,72.97,5.55,797.85,24.0,Hydrogen,Out of Service
TURB-1187,COMP-1187,Site C,Mitsubishi,2016,2026-04-01,91814,2026-08-30,193.94,65.16,7.4,983.81,22.93,Natural Gas,Out of Service
TURB-1188,COMP-1188,Site A,GE,2019,2026-04-02,89865,2026-08-31,101.16,67.4,7.99,951.66,12.06,Hydrogen,Out of Service
TURB-1189,COMP-1189,Site C,Siemens,2001,2026-04-03,65517,2026-09-01,249.64,67.76,9.75,504.68,23.71,Hydrogen,Out of Service
TURB-1190,COMP-1190,Site D,GE,2012,2026-04-04,39717,2026-09-02,76.19,83.36,2.17,545.22,18.63,Hydrogen,Out of Service
TURB-1191,COMP-1191,Site C,GE,2016,2026-04-05,95046,2026-09-03,297.59,94.31,5.09,706.79,22.3,Natural Gas,Operational
TURB-1192,COMP-1192,Site C,Mitsubishi,2008,2026-04-06,54979,2026-09-04,292.52,93.01,1.01,191.17,22.46,Diesel,Out of Service
TURB-1193,COMP-1193,Site C,GE,2014,2026-04-07,11452,2026-09-05,250.5,62.65,0.91,1049.95,3.51,Natural Gas,Operational
TURB-1194,COMP-1194,Site C,GE,2006,2026-04-08,42546,2026-09-06,305.83,86.94,1.13,157.51,22.58,Diesel,Operational
TURB-1195,COMP-1195,Site B,GE,2012,2026-04-09,20253,2026-09-07,487.9,66.37,2.67,262.54,13.01,Diesel,Maintenance Required
TURB-1196,COMP-1196,Site A,GE,2009,2026-04-10,78304,2026-09-08,197.81,71.79,6.99,1136.52,16.47,Diesel,Out of Service
TURB-1197,COMP-1197,Site B,Mitsubishi,2017,2026-04-11,16590,2026-09-09,217.16,80.66,8.63,374.11,8.56,Natural Gas,Out of Service
TURB-1198,COMP-1198,Site A,Mitsubishi,2009,2026-04-12,84034,2026-09-10,144.27,91.95,4.42,330.85,16.67,Hydrogen,Operational
TURB-1199,COMP-1199,Site A,GE,2017,2026-04-13,61243,2026-09-11,100.38,69.0,5.6,539.15,2.14,Diesel,Operational
TURB-1200,COMP-1200,Site A,Mitsubishi,2013,2026-04-14,22104,2026-09-12,151.7,93.21,2.14,882.93,10.22,Hydrogen,Maintenance Required
TURB-1201,COMP-1201,Site D,Siemens,2018,2026-04-15,57659,2026-09-13,114.19,87.92,7.93,471.16,16.27,Diesel,Operational
TURB-1202,COMP-1202,Site C,GE,2000,2026-04-16,50764,2026-09-14,221.91,85.62,8.89,1055.93,6.13,Natural Gas,Operational
TURB-1203,COMP-1203,Site B,Siemens,2003,2026-04-17,12802,2026-09-15,124.32,65.05,4.91,221.76,17.31,Natural Gas,Out of Service
TURB-1204,COMP-1204,Site A,Siemens,2013,2026-04-18,44537,2026-09-16,263.5,78.02,1.69,185.63,20.98,Natural Gas,Out of Service
TURB-1205,COMP-1205,Site D,GE,2004,2026-04-19,24761,2026-09-17,150.29,70.45,0.15,139.01,2.38,Hydrogen,Operational
TURB-1206,COMP-1206,Site A,Siemens,2004,2026-04-20,51555,2026-09-18,218.09,82.35,5.41,393.11,15.69,Natural Gas,Maintenance Required
TURB-1207,COMP-1207,Site D,Mitsubishi,2019,2026-04-21,82930,2026-09-19,73.34,85.6,5.03,279.49,15.14,Natural Gas,Maintenance Required
TURB-1208,COMP-1208,Site D,Siemens,2013,2026-04-22,2997,2026-09-20,90.34,62.48,9.27,580.53,19.88,Hydrogen,Out of Service
TURB-1209,COMP-1209,Site C,GE,2007,2026-04-23,91027,2026-09-21,310.92,84.48,0.46,1195.06,17.89,Diesel,Maintenance Required
TURB-1210,COMP-1210,Site C,Siemens,2011,2026-04-24,25146,2026-09-22,287.01,78.93,1.57,1048.82,12.18,Hydrogen,Operational
TURB-1211,COMP-1211,Site B,Mitsubishi,2016,2026-04-25,67090,2026-09-23,93.9,91.87,2.06,1079.21,9.83,Diesel,Out of Service
TURB-1212,COMP-1212,Site A,Siemens,2002,2026-04-26,42723,2026-09-24,154.46,90.14,5.52,1005.35,24.66,Natural Gas,Out of Service
TURB-1213,COMP-1213,Site A,Mitsubishi,2003,2026-04-27,5646,2026-09-25,118.53,75.69,2.92,362.47,13.29,Diesel,Operational
TURB-1214,COMP-1214,Site A,Solar,2004,2026-04-28,47906,2026-09-26,400.75,97.1,2.14,310.27,11.09,Natural Gas,Out of Service
TURB-1215,COMP-1215,Site D,Solar,2000,2026-04-29,49792,2026-09-27,188.76,82.3,5.19,891.93,24.84,Natural Gas,Out of Service
TURB-1216,COMP-1216,Site B,GE,2001,2026-04-30,60214,2026-09-28,208.92,96.62,0.5,738.81,5.74,Natural Gas,Maintenance Required
TURB-1217,COMP-1217,Site C,GE,2004,2026-05-01,20539,2026-09-29,335.8,87.33,9.75,287.04,5.87,Hydrogen,Out of Service
TURB-1218,COMP-1218,Site C,GE,2018,2026-05-02,42296,2026-09-30,169.52,75.49,8.62,1162.44,24.45,Hydrogen,Maintenance Required
TURB-1219,COMP-1219,Site B,GE,2004,2026-05-03,91166,2026-10-01,195.13,68.88,2.79,537.84,16.96,Hydrogen,Maintenance Required
TURB-1220,COMP-1220,Site C,GE,2012,2026-05-04,12584,2026-10-02,400.97,77.69,3.43,986.59,13.71,Hydrogen,Out of Service
TURB-1221,COMP-1221,Site A,Mitsubishi,2004,2026-05-05,84036,2026-10-03,399.32,95.57,2.53,134.88,3.09,Hydrogen,Out of Service
TURB-1222,COMP-1222,Site D,Solar,2007,2026-05-06,24378,2026-10-04,306.24,64.95,9.29,90.44,9.86,Natural Gas,Operational
TURB-1223,COMP-1223,Site A,Solar,2020,2026-05-07,37189,2026-10-05,283.9,77.49,6.57,574.18,11.68,Natural Gas,Out of Service
TURB-1224,COMP-1224,Site B,Siemens,2008,2026-05-08,40320,2026-10-06,98.69,73.18,5.26,187.3,13.52,Natural Gas,Out of Service
TURB-1225,COMP-1225,Site C,Solar,2014,2026-05-09,31427,2026-10-07,241.86,92.96,5.14,1176.15,11.76,Natural Gas,Out of Service
TURB-1226,COMP-1226,Site B,GE,2002,2026-05-10,30220,2026-10-08,144.44,90.55,1.74,983.82,11.8,Diesel,Out of Service
TURB-1227,COMP-1227,Site B,Mitsubishi,2000,2026-05-11,47713,2026-10-09,367.58,80.98,9.63,572.19,24.88,Hydrogen,Operational
TURB-1228,COMP-1228,Site C,Mitsubishi,2019,2026-05-12,22329,2026-10-10,317.69,75.77,9.15,1176.44,24.39,Diesel,Out of Service
TURB-1229,COMP-1229,Site B,Mitsubishi,2006,2026-05-13,21968,2026-10-11,195.06,86.0,9.53,324.01,3.53,Diesel,Out of Service
TURB-1230,COMP-1230,Site A,Solar,2012,2026-05-14,65411,2026-10-12,272.2,96.22,2.98,830.82,5.46,Diesel,Out of Service
TURB-1231,COMP-1231,Site B,Siemens,2002,2026-05-15,45122,2026-10-13,216.33,63.84,4.82,70.16,23.63,Hydrogen,Maintenance Required
TURB-1232,COMP-1232,Site D,GE,2009,2026-05-16,93013,2026-10-14,81.75,94.16,5.24,478.1,9.0,Natural Gas,Operational
TURB-1233,COMP-1233,Site A,Mitsubishi,2017,2026-05-17,3867,2026-10-15,392.58,71.18,4.95,141.22,15.87,Natural Gas,Maintenance Required
TURB-1234,COMP-1234,Site A,Mitsubishi,2015,2026-05-18,90942,2026-10-16,450.14,60.16,0.29,472.48,20.25,Diesel,Out of Service
TURB-1235,COMP-1235,Site B,GE,2008,2026-05-19,8402,2026-10-17,465.87,88.16,8.35,487.69,12.57,Natural Gas,Out of Service
TURB-1236,COMP-1236,Site A,Siemens,2014,2026-05-20,30251,2026-10-18,396.7,89.96,7.49,481.45,1.89,Hydrogen,Operational
TURB-1237,COMP-1237,Site B,Solar,2013,2026-05-21,94407,2026-10-19,412.6,71.58,4.8,526.6,20.96,Natural Gas,Maintenance Required
TURB-1238,COMP-1238,Site D,Siemens,2018,2026-05-22,37055,2026-10-20,37.31,89.58,2.75,759.38,19.27,Natural Gas,Maintenance Required
TURB-1239,COMP-1239,Site B,GE,2005,2026-05-23,83085,2026-10-21,393.13,90.32,6.39,267.84,2.47,Hydrogen,Out of Service
TURB-1240,COMP-1240,Site C,GE,2006,2026-05-24,17817,2026-10-22,158.67,85.66,1.47,319.56,22.59,Diesel,Maintenance Required
TURB-1241,COMP-1241,Site B,Mitsubishi,2004,2026-05-25,16420,2026-10-23,77.53,61.47,9.97,792.25,21.64,Diesel,Maintenance Required
TURB-1242,COMP-1242,Site A,Solar,2012,2026-05-26,19203,2026-10-24,265.73,85.36,1.34,586.17,7.96,Hydrogen,Out of Service
TURB-1243,COMP-1243,Site B,Siemens,2004,2026-05-27,5165,2026-10-25,289.49,95.43,0.68,236.21,3.38,Diesel,Out of Service
TURB-1244,COMP-1244,Site B,Solar,2013,2026-05-28,58886,2026-10-26,247.56,83.57,6.16,955.33,10.97,Diesel,Maintenance Required
TURB-1245,COMP-1245,Site C,GE,2000,2026-05-29,3232,2026-10-27,329.86,73.94,4.69,1120.51,22.06,Diesel,Out of Service
TURB-1246,COMP-1246,Site C,Mitsubishi,2019,2026-05-30,48230,2026-10-28,359.97,81.41,7.22,585.14,12.84,Diesel,Operational
TURB-1247,COMP-1247,Site A,Mitsubishi,2000,2026-05-31,27249,2026-10-29,77.19,97.74,1.37,756.13,8.12,Hydrogen,Out of Service
TURB-1248,COMP-1248,Site D,Siemens,2008,2026-06-01,33907,2026-10-30,312.29,77.96,3.7,987.65,6.95,Diesel,Maintenance Required
TURB-1249,COMP-1249,Site D,Siemens,2008,2026-06-02,98879,2026-10-31,36.68,91.98,5.06,1158.31,9.84,Diesel,Maintenance Required
TURB-1250,COMP-1250,Site A,Solar,2014,2026-06-03,44338,2026-11-01,229.89,65.26,4.53,1164.52,24.86,Hydrogen,Out of Service
TURB-1251,COMP-1251,Site A,GE,2004,2026-06-04,27079,2026-11-02,59.02,62.15,5.87,1111.26,22.14,Natural Gas,Operational
TURB-1252,COMP-1252,Site A,Siemens,2020,2026-06-05,65119,2026-11-03,230.31,74.83,1.11,988.41,14.36,Hydrogen,Out of Service
TURB-1253,COMP-1253,Site D,Solar,2020,2026-06-06,60290,2026-11-04,95.97,65.24,5.09,539.65,20.5,Diesel,Operational
TURB-1254,COMP-1254,Site D,Mitsubishi,2006,2026-06-07,47991,2026-11-05,369.87,72.56,5.59,820.09,8.93,Hydrogen,Operational
TURB-1255,COMP-1255,Site D,GE,2001,2026-06-08,29835,2026-11-06,450.79,87.19,8.82,927.93,15.96,Hydrogen,Operational
TURB-1256,COMP-1256,Site C,Mitsubishi,2010,2026-06-09,63789,2026-11-07,93.07,76.93,5.75,155.69,22.01,Hydrogen,Operational
TURB-1257,COMP-1257,Site B,GE,2009,2026-06-10,56433,2026-11-08,370.96,72.21,5.52,183.82,10.14,Hydrogen,Operational
TURB-1258,COMP-1258,Site C,GE,2018,2026-06-11,99022,2026-11-09,81.62,93.88,8.14,861.21,20.31,Natural Gas,Operational
TURB-1259,COMP-1259,Site C,Solar,2004,2026-06-12,65299,2026-11-10,222.52,60.36,0.74,816.95,15.94,Hydrogen,Maintenance Required
TURB-1260,COMP-1260,Site C,Mitsubishi,2014,2026-06-13,74618,2026-11-11,316.51,90.93,6.51,974.44,15.96,Diesel,Operational
TURB-1261,COMP-1261,Site B,GE,2001,2026-06-14,21569,2026-11-12,273.49,83.61,8.14,262.27,2.47,Natural Gas,Operational
TURB-1262,COMP-1262,Site D,Mitsubishi,2010,2026-06-15,47049,2026-11-13,38.0,61.77,1.04,1127.18,22.63,Hydrogen,Maintenance Required
TURB-1263,COMP-1263,Site B,Solar,2003,2026-06-16,88488,2026-11-14,187.7,61.3,8.13,324.11,19.74,Diesel,Operational
TURB-1264,COMP-1264,Site C,GE,2016,2026-06-17,13873,2026-11-15,240.38,66.53,7.89,205.36,2.36,Diesel,Maintenance Required
TURB-1265,COMP-1265,Site B,Solar,2001,2026-06-18,18853,2026-11-16,201.78,97.14,0.11,422.99,15.85,Diesel,Operational
TURB-1266,COMP-1266,Site D,Solar,2009,2026-06-19,38664,2026-11-17,336.09,63.26,2.54,979.85,19.03,Diesel,Maintenance Required
TURB-1267,COMP-1267,Site C,Siemens,2010,2026-06-20,70089,2026-11-18,445.2,88.08,1.6,82.47,20.19,Natural Gas,Out of Service
TURB-1268,COMP-1268,Site C,Mitsubishi,2000,2026-06-21,26252,2026-11-19,337.15,75.26,5.16,310.86,3.58,Diesel,Maintenance Required
TURB-1269,COMP-1269,Site A,Solar,2017,2026-06-22,60248,2026-11-20,299.08,68.99,9.15,1148.94,16.54,Diesel,Out of Service
TURB-1270,COMP-1270,Site D,Siemens,2004,2026-06-23,38516,2026-11-21,83.04,81.85,6.07,69.56,6.97,Diesel,Maintenance Required
TURB-1271,COMP-1271,Site C,Mitsubishi,2004,2026-06-24,48461,2026-11-22,180.94,73.99,6.06,370.0,12.11,Diesel,Out of Service
TURB-1272,COMP-1272,Site C,GE,2003,2026-06-25,9029,2026-11-23,278.66,71.79,1.32,424.64,13.87,Natural Gas,Out of Service
TURB-1273,COMP-1273,Site D,GE,2008,2026-06-26,65087,2026-11-24,467.68,69.11,6.7,1112.5,2.14,Hydrogen,Maintenance Required
TURB-1274,COMP-1274,Site C,Solar,2018,2026-06-27,53201,2026-11-25,159.34,77.4,8.89,1028.89,8.54,Hydrogen,Operational
TURB-1275,COMP-1275,Site A,GE,2002,2026-06-28,2889,2026-11-26,175.6,66.44,4.35,579.1,20.24,Hydrogen,Out of Service
TURB-1276,COMP-1276,Site B,Mitsubishi,2014,2026-06-29,35596,2026-11-27,298.88,92.37,6.85,415.19,21.3,Natural Gas,Maintenance Required
TURB-1277,COMP-1277,Site A,GE,2013,2026-06-30,49146,2026-11-28,450.85,82.49,3.02,1136.09,9.26,Hydrogen,Out of Service
TURB-1278,COMP-1278,Site B,Solar,2000,2026-07-01,81705,2026-11-29,276.17,62.39,2.76,266.55,11.88,Diesel,Maintenance Required
TURB-1279,COMP-1279,Site A,Mitsubishi,2009,2026-07-02,90301,2026-11-30,95.46,77.37,1.93,598.34,21.03,Natural Gas,Out of Service
TURB-1280,COMP-1280,Site B,GE,2012,2026-07-03,14727,2026-12-01,46.98,83.92,2.49,531.2,6.22,Hydrogen,Maintenance Required
TURB-1281,COMP-1281,Site A,GE,2011,2026-07-04,65416,2026-12-02,445.61,92.74,3.49,1125.49,18.68,Hydrogen,Operational
TURB-1282,COMP-1282,Site C,Mitsubishi,2000,2026-07-05,56463,2026-12-03,338.27,60.89,5.71,919.18,11.07,Hydrogen,Out of Service
TURB-1283,COMP-1283,Site B,Mitsubishi,2001,2026-07-06,22134,2026-12-04,118.06,77.34,7.83,582.88,24.7,Natural Gas,Operational
TURB-1284,COMP-1284,Site D,GE,2010,2026-07-07,98989,2026-12-05,365.01,86.82,2.97,748.11,15.64,Natural Gas,Maintenance Required
TURB-1285,COMP-1285,Site D,Siemens,2011,2026-07-08,77131,2026-12-06,362.59,67.45,1.76,1093.65,4.98,Diesel,Operational
TURB-1286,COMP-1286,Site A,GE,2000,2026-07-09,14675,2026-12-07,388.34,68.41,4.55,1005.91,5.54,Natural Gas,Operational
TURB-1287,COMP-1287,Site A,Mitsubishi,2009,2026-07-10,2359,2026-12-08,447.17,78.61,7.92,757.77,2.14,Natural Gas,Maintenance Required
TURB-1288,COMP-1288,Site A,Mitsubishi,2002,2026-07-11,33852,2026-12-09,84.5,93.61,3.95,1102.62,18.3,Diesel,Maintenance Required
TURB-1289,COMP-1289,Site B,Solar,2008,2026-07-12,53327,2026-12-10,478.8,75.13,9.14,487.33,11.92,Hydrogen,Operational
TURB-1290,COMP-1290,Site C,Solar,2016,2026-07-13,2141,2026-12-11,499.28,78.41,2.55,893.16,1.76,Hydrogen,Maintenance Required
TURB-1291,COMP-1291,Site D,GE,2018,2026-07-14,51213,2026-12-12,17.1,84.16,7.61,68.53,3.88,Natural Gas,Maintenance Required
TURB-1292,COMP-1292,Site A,Solar,2017,2026-07-15,89544,2026-12-13,54.74,71.81,4.73,720.42,8.3,Diesel,Maintenance Required
TURB-1293,COMP-1293,Site B,Mitsubishi,2004,2026-07-16,37999,2026-12-14,222.64,92.95,1.16,207.53,11.47,Hydrogen,Operational
TURB-1294,COMP-1294,Site B,Solar,2006,2026-07-17,58419,2026-12-15,26.86,96.55,2.88,652.95,23.55,Diesel,Out of Service
TURB-1295,COMP-1295,Site D,Solar,2014,2026-07-18,40206,2026-12-16,370.1,84.71,8.6,333.49,14.22,Diesel,Operational
TURB-1296,COMP-1296,Site D,Solar,2005,2026-07-19,17699,2026-12-17,328.86,84.26,0.16,487.79,22.51,Natural Gas,Out of Service
TURB-1297,COMP-1297,Site C,Mitsubishi,2004,2026-07-20,26072,2026-12-18,390.17,85.59,7.59,960.99,7.39,Hydrogen,Out of Service
TURB-1298,COMP-1298,Site D,GE,2018,2026-07-21,59299,2026-12-19,499.22,67.37,8.13,117.4,9.31,Diesel,Out of Service
TURB-1299,COMP-1299,Site C,Mitsubishi,2012,2026-07-22,26196,2026-12-20,467.37,87.83,1.29,668.01,22.2,Hydrogen,Out of Service
TURB-1300,COMP-1300,Site C,Solar,2006,2026-07-23,70175,2026-12-21,156.93,73.19,9.63,216.6,13.05,Hydrogen,Operational
TURB-1301,COMP-1301,Site B,Siemens,2001,2026-07-24,54679,2026-12-22,204.27,97.75,8.74,709.23,15.37,Hydrogen,Operational
TURB-1302,COMP-1302,Site B,Siemens,2005,2026-07-25,26191,2026-12-23,390.22,88.58,1.87,778.63,14.99,Hydrogen,Operational
TURB-1303,COMP-1303,Site C,Mitsubishi,2014,2026-07-26,1148,2026-12-24,200.19,82.18,2.49,259.4,16.67,Diesel,Out of Service
